num,score
797980,0.39754902
23346,0.293636364
426315,0.757718121
OUTDOOR1525,1
CUHKPQ21521,0
CUHKPQ27025,0
PORTRAIT3629,1
PORTRAIT2269,1
PSA2449,1
SPAQ10829,0.3329
PORTRAIT3840,1
NG1849,1
373003,0.666015625
68683,0.360323887
PSA1372,1
JX291,1
NG2724,1
PORTRAIT980,1
OUTDOOR1871,1
39176,0.365625
SPAQ07860,0.3643
581166,0.34601227
PORTRAIT2710,1
CUHKPQ19456,0
670713,0.406
GLAMOUR1877,1
NG3161,1
230948,0.45546875
667037,0.382822086
SPAQ02035,0.3671
CUHKPQ28250,0
CUHKPQ13167,0
CUHKPQ679,1
CUHKPQ23735,0
SPAQ11049,0.234
AM1888,0.6966666
CUHKPQ25755,0
PN2986782,0.793
CUHKPQ3239,1
574604,0.67027027
PN490594,0.767
11670,0.458163265
CUHKPQ27172,0
CUHKPQ26549,0
PORTRAIT3864,1
PN4045518,0.763
PORTRAIT3358,1
CUHKPQ11551,0
PORTRAIT2052,1
753395,0.386764706
817057,0.459210526
90419,0.419354839
CUHKPQ1009,1
AF248,0.3666666
CUHKPQ11891,0
CUHKPQ19123,0
223721,0.403041825
AM186,0.83
NG1900,1
SPAQ10944,0.2183
403161,0.387134503
PORTRAIT3511,1
CUHKPQ24910,0
SPAQ09191,0.1313
CUHKPQ3012,1
CUHKPQ2013,1
CUHKPQ4115,1
853296,0.702453988
CUHKPQ22847,0
SPAQ02044,0.36
PN4004930,0.682
CUHKPQ7247,1
PSA2108,1
PN4045484,0.93
CUHKPQ15174,0
1236950,0.72632
CUHKPQ18011,0
CUHKPQ19672,0
51848,0.706432749
PN4046962,0.733
OUTDOOR711,1
89971,0.398013245
362514,0.393085106
CUHKPQ22846,0
PSA2659,1
JX685,0
CUHKPQ10366,1
PN372945,0.757
125031,0.387272727
CUHKPQ23588,0
CUHKPQ27156,0
CUHKPQ24668,0
993660,0.70122
CUHKPQ28255,0
680055,0.375294118
SPAQ08501,0.3813
77255,0.399196787
OUTDOOR954,1
PN4072749,0.75
CUHKPQ20068,0
373761,0.45787234
436492,0.661886792
954854,0.38436019
CUHKPQ5166,1
AM1963,0.8833334
CUHKPQ29625,0
462944,0.677894737
869634,0.394312796
PN2856725,0.795
PORTRAIT1807,1
NG3774,1
PSA914,1
CUHKPQ7695,1
PSA1115,1
AF1355,0.8266666
PN1340917,0.87
823050,0.713300493
CUHKPQ17172,0
OUTDOOR1512,1
PSA2803,1
GLAMOUR1242,1
SPAQ10959,0.2529
CUHKPQ19935,0
PN4000604,0.743
1144809,0.73676
CUHKPQ7788,1
206844,0.316535433
PSA1300,1
NG1274,1
902010,0.440394089
CUHKPQ1858,1
NG3379,1
CUHKPQ23345,0
CUHKPQ23073,0
CUHKPQ25028,0
CUHKPQ19900,0
CUHKPQ23049,0
CUHKPQ6258,1
446487,0.448989899
CUHKPQ18413,0
CUHKPQ21650,0
PN4050986,0.853
CUHKPQ6698,1
666431,0.417368421
CUHKPQ17128,0
CUHKPQ15008,0
PORTRAIT1236,1
PSA3131,1
CUHKPQ4511,1
1195362,0.39167
196762,0.40530303
PSA1044,1
627870,0.356170213
CUHKPQ3509,1
SPAQ01250,0.2614
NG4103,1
OUTDOOR472,1
CUHKPQ1906,1
CUHKPQ25034,0
CUHKPQ18583,0
PORTRAIT1989,1
PN4068536,0.737
CUHKPQ28835,0
SPAQ09057,0.346
PSA2453,1
JX816,0
450961,0.716348774
CUHKPQ13680,0
CUHKPQ20077,0
PSA2481,1
622831,0.333742331
CUHKPQ6809,1
CUHKPQ24492,0
CUHKPQ29308,0
PORTRAIT2157,1
AM11,0.83
SPAQ00810,0.2343
1170621,0.39683
GLAMOUR2537,1
235895,0.438114754
120268,0.43757764
CUHKPQ23938,0
CUHKPQ2932,1
760022,0.393513514
CM636,0.8066666
PN1185216,0.798
CUHKPQ14005,0
PORTRAIT1803,1
PORTRAIT873,1
CUHKPQ25199,0
CUHKPQ14754,0
311988,0.452459016
PSA3040,1
AF1609,0.7033334
CUHKPQ8516,1
PN4076864,0.715
CUHKPQ19807,0
PSA2202,1
92899,0.376603774
CUHKPQ3695,1
354364,0.455457227
PORTRAIT1451,1
CUHKPQ18854,0
313270,0.38592233
PN4049628,0.785
CUHKPQ4792,1
582258,0.388888889
PORTRAIT2453,1
284080,0.265243902
CUHKPQ27825,0
CUHKPQ4593,1
NG3798,1
PORTRAIT2947,1
CUHKPQ8472,1
CUHKPQ28771,0
GLAMOUR2271,1
GLAMOUR1910,1
PORTRAIT3790,1
39995,0.433774834
CUHKPQ15955,0
PN4027732,0.737
23759,0.333014354
SPAQ02590,0.2609
CUHKPQ15938,0
82045,0.436236934
3027,0.345360825
CUHKPQ17739,0
PN1571300,0.872
CUHKPQ503,1
PN614822,0.737
PN979342,0.747
84613,0.377272727
PN4006290,0.745
246270,0.442342342
CUHKPQ24847,0
CUHKPQ18372,0
PN1752901,0.813
CUHKPQ20971,0
CUHKPQ26237,0
PSA2366,1
CUHKPQ23377,0
PN4086845,0.773
PSA3407,1
391150,0.351674641
CUHKPQ18903,0
CUHKPQ27774,0
CUHKPQ19723,0
46652,0.721978022
PN4029012,0.737
PORTRAIT3294,1
CF599,0.7733334
PN4062209,0.74
CUHKPQ25239,0
202435,0.269121813
CUHKPQ12671,0
CUHKPQ29113,0
CUHKPQ13395,0
CUHKPQ7213,1
CUHKPQ15285,0
837815,0.378571429
12074,0.415841584
CUHKPQ23044,0
NG2809,1
575544,0.705
PORTRAIT1703,1
CUHKPQ18188,0
730052,0.452631579
CUHKPQ10283,1
CUHKPQ28428,0
CUHKPQ22981,0
PORTRAIT3133,1
CUHKPQ25020,0
PSA2006,1
PORTRAIT2967,1
PN4018928,0.695
PSA1697,1
CUHKPQ16607,0
PORTRAIT3985,1
502377,0.728673835
343122,0.388607595
CUHKPQ15750,0
CUHKPQ7458,1
CUHKPQ26864,0
1245431,0.67083
PORTRAIT2555,1
PN4033159,0.822
57487,0.309349593
CUHKPQ27661,0
NG2443,1
PSA2195,1
909938,0.364341085
243115,0.404301075
CUHKPQ8552,1
CUHKPQ25797,0
CUHKPQ12982,0
PN4061434,0.757
CUHKPQ5225,1
CUHKPQ16780,0
SPAQ00303,0.074
CUHKPQ22965,0
NG1897,1
PSA844,1
JX240,1
4265,0.279457364
NG3326,1
CUHKPQ9893,1
CUHKPQ24441,0
NG1584,1
SPAQ05567,0.174
515750,0.408290155
64031,0.265158371
287524,0.389699571
49118,0.332142857
PN4029033,0.733
CUHKPQ11159,0
1180874,0.4254
74514,0.385283019
OUTDOOR768,1
PORTRAIT3023,1
CUHKPQ17856,0
NG2319,1
PN4077289,0.697
641268,0.374545455
56562,0.388535032
NG2712,1
8176,0.382641509
139641,0.432042254
PORTRAIT1041,1
CUHKPQ7771,1
926812,0.758128079
CF620,0.9033334
708950,0.395081967
PN4073664,0.712
PN4003216,0.68
CUHKPQ2479,1
1181495,0.34878
GLAMOUR1888,1
SPAQ01181,0.3929
AM152,0.8633334
686415,0.392905405
460631,0.355140187
PN4052885,0.808
CUHKPQ11308,0
483687,0.370724638
NG2686,1
CM742,0.8566666
OUTDOOR1690,1
PN2250300,0.815
SPAQ07867,0.2267
66073,0.347565543
PN1239621,0.767
PSA1556,1
CUHKPQ14952,0
PSA3343,1
491402,0.702
PORTRAIT3458,1
CUHKPQ17670,0
OUTDOOR1583,1
CUHKPQ15739,0
PN2083515,0.75
OUTDOOR1286,1
883259,0.450595238
CUHKPQ15447,0
PN1042467,0.767
PN2750518,0.74
PN2290723,0.82
SPAQ10369,0.3117
GLAMOUR1663,1
452572,0.719254658
757211,0.711836735
1237906,0.73488
839926,0.386956522
CUHKPQ11669,0
CUHKPQ11061,0
227013,0.437762238
CUHKPQ26296,0
CUHKPQ22411,0
CUHKPQ25677,0
CUHKPQ26602,0
PN1516611,0.768
CUHKPQ17767,0
CUHKPQ18213,0
GLAMOUR1457,1
CUHKPQ25657,0
754478,0.704142012
PORTRAIT2566,1
CUHKPQ13961,0
PN4086504,0.773
OUTDOOR1427,1
1249991,0.67955
CUHKPQ9517,1
PN4002248,0.708
NG980,1
NG2226,1
693241,0.454304636
128490,0.281978799
76204,0.38828125
CUHKPQ8921,1
AF1312,0.8
1235856,0.7119
NG3414,1
PN4054942,0.928
PN4069638,0.84
1190770,0.70769
CUHKPQ23919,0
CUHKPQ8329,1
766089,0.372131148
CUHKPQ9332,1
PSA747,1
416877,0.441015625
174317,0.46
626489,0.749431818
PN1385612,0.705
420914,0.379752066
956184,0.708917197
855667,0.671176471
CUHKPQ12605,0
106747,0.457761733
PSA875,1
198935,0.387654321
436960,0.458943089
CUHKPQ20086,0
7448,0.387548638
PN4008250,0.763
PSA2243,1
CUHKPQ15340,0
CUHKPQ9611,1
PSA2658,1
NG2391,1
PN4074226,0.785
758159,0.432900433
NG2207,1
CUHKPQ3317,1
AF987,0.7066666
CUHKPQ24050,0
CUHKPQ22770,0
897402,0.457843137
CUHKPQ286,1
920210,0.418333333
PSA3362,1
SPAQ00737,0.2631
CUHKPQ26450,0
SPAQ00564,0.2711
110249,0.442105263
CUHKPQ14711,0
CUHKPQ1822,1
SPAQ10911,0.2286
PN4004231,0.855
CUHKPQ14014,0
PSA2788,1
CUHKPQ12362,0
240511,0.358805031
174063,0.365818182
PSA2322,1
CUHKPQ1185,1
PN4037429,0.697
CUHKPQ19980,0
GLAMOUR2013,1
747598,0.364878049
195274,0.369581749
12063,0.438095238
CUHKPQ25926,0
598086,0.792
126769,0.455956679
970141,0.73424
CUHKPQ11923,0
447683,0.716853933
CUHKPQ7025,1
PSA2005,1
60745,0.709386282
206547,0.379770992
CUHKPQ29534,0
CUHKPQ23941,0
792322,0.455416667
NG1578,1
SPAQ09984,0.2883
CUHKPQ6274,1
904278,0.426875
109194,0.3456
182640,0.392832765
86561,0.362152778
CUHKPQ5601,1
CUHKPQ26293,0
CUHKPQ18134,0
NG3577,1
PSA2560,1
NG1359,1
684879,0.357
CUHKPQ16164,0
307195,0.3953125
NG3994,1
970670,0.73043
CUHKPQ17131,0
CUHKPQ27940,0
CUHKPQ3195,1
60045,0.730722892
CUHKPQ282,1
CUHKPQ6497,1
489344,0.745212766
CUHKPQ19708,0
625094,0.432515337
GLAMOUR1866,1
CUHKPQ16921,0
JX839,0
CUHKPQ26043,0
CUHKPQ25297,0
226786,0.369166667
NG3475,1
828407,0.688356164
OUTDOOR883,1
476584,0.414606742
PORTRAIT1500,1
851639,0.387007874
61069,0.394318182
CUHKPQ2417,1
PN4000198,0.717
CUHKPQ24424,0
353760,0.443478261
641877,0.412272727
CUHKPQ9262,1
CUHKPQ9879,1
SPAQ10185,0.1514
6144,0.709265176
PN4067340,0.75
CUHKPQ21603,0
224008,0.701219512
CUHKPQ27040,0
980752,0.70336
182307,0.360596026
CUHKPQ29084,0
620677,0.437962963
71782,0.316849817
SPAQ06534,0.2225
1192361,0.72381
CUHKPQ24406,0
1152122,0.44828
496628,0.390295359
PSA832,1
CUHKPQ15466,0
CUHKPQ21956,0
27186,0.362931034
790544,0.378225806
62989,0.385416667
860916,0.747169811
CUHKPQ23637,0
222031,0.439753086
59653,0.372469636
PORTRAIT3669,1
CUHKPQ13328,0
CUHKPQ1156,1
153250,0.436103152
279121,0.361842105
938835,0.44
CUHKPQ26626,0
PN4001283,0.733
CUHKPQ3531,1
PORTRAIT2330,1
1181989,0.71029
45429,0.329098361
CUHKPQ17476,0
CUHKPQ3043,1
SPAQ03135,0.1838
GLAMOUR1212,1
CUHKPQ13428,0
CUHKPQ15632,0
CUHKPQ3117,1
PSA2483,1
NG2647,1
CUHKPQ18274,0
SPAQ09518,0.2811
PN1580775,0.917
1187927,0.66232
PSA2844,1
CUHKPQ28714,0
PN3040719,0.797
CUHKPQ19997,0
44345,0.378632479
CUHKPQ18296,0
GLAMOUR2692,1
SPAQ09159,0.256
CUHKPQ11736,0
PORTRAIT4267,1
CUHKPQ27373,0
175182,0.366545455
1251947,0.7125
AF708,0.38
SPAQ09034,0.0667
JX786,0
CUHKPQ6065,1
1253637,0.7
CUHKPQ17781,0
CUHKPQ6789,1
CUHKPQ6982,1
890971,0.385514019
SPAQ04144,0.1617
CUHKPQ23882,0
PN4067513,0.89
1189549,0.74667
907868,0.348421053
SPAQ05277,0.3388
JX580,0
26884,0.718939394
CUHKPQ9784,1
CUHKPQ10068,1
321496,0.335148515
CUHKPQ8513,1
CUHKPQ12708,0
PN4044519,0.767
CUHKPQ18235,0
OUTDOOR1878,1
CUHKPQ25552,0
609477,0.43248731
423128,0.453892216
PSA2801,1
CF631,0.75
CUHKPQ9405,1
173771,0.664190981
CUHKPQ27026,0
SPAQ01924,0.27
CUHKPQ28026,0
102416,0.683333333
1176884,0.43929
CUHKPQ21360,0
CUHKPQ18091,0
269009,0.438505747
146859,0.693865031
PN4031245,0.702
CUHKPQ6186,1
PN4039253,0.733
PN4082956,0.763
GLAMOUR690,1
457028,0.371563981
625258,0.458083832
900740,0.7
PN2948452,0.703
PSA1261,1
CUHKPQ16795,0
PN4035257,0.738
PN4028154,0.74
NG861,1
953953,0.70946
242177,0.367808219
SPAQ02956,0.3244
PN4062758,0.912
CUHKPQ12173,0
CUHKPQ21000,0
CUHKPQ1045,1
691148,0.314
587664,0.662337662
778533,0.384810127
CUHKPQ20639,0
775694,0.459217877
CUHKPQ18795,0
CUHKPQ9189,1
654056,0.439366516
416760,0.669148936
230359,0.306484642
CUHKPQ1263,1
SPAQ06931,0.213
CUHKPQ16706,0
577363,0.455080214
620881,0.755021834
CUHKPQ26962,0
PN4063271,0.72
OUTDOOR722,1
CUHKPQ29587,0
PN4083461,0.877
CUHKPQ25819,0
OUTDOOR1333,1
859135,0.448677249
646467,0.66125
13193,0.41027027
CUHKPQ25576,0
NG1512,1
PN2081955,0.733
CUHKPQ11014,0
CUHKPQ9464,1
PN1920963,0.74
SPAQ02992,0.2725
397127,0.665068493
CUHKPQ22038,0
492657,0.459444444
592885,0.679365079
1139983,0.34353
CUHKPQ15031,0
CUHKPQ19328,0
CUHKPQ16368,0
CUHKPQ2855,1
CUHKPQ296,1
CUHKPQ14460,0
43291,0.337991266
CUHKPQ681,1
NG3623,1
PN4033784,0.803
341886,0.716862745
CUHKPQ17840,0
CUHKPQ7835,1
CUHKPQ24867,0
CUHKPQ3096,1
CUHKPQ21915,0
NG1015,1
GLAMOUR1385,1
CUHKPQ23143,0
CUHKPQ27412,0
PSA3437,1
259828,0.45645933
PSA2572,1
PORTRAIT3160,1
504752,0.72972973
SPAQ09132,0.138
PSA2265,1
PSA2351,1
PORTRAIT993,1
PN2442887,0.803
PN4085235,0.733
CUHKPQ19616,0
PORTRAIT2364,1
CUHKPQ25259,0
PN4025082,0.667
AF1695,0.8633334
CUHKPQ12993,0
PN2901075,0.773
13523,0.312299465
424688,0.726946108
GLAMOUR2638,1
CUHKPQ26204,0
PN4058637,0.773
PN2987642,0.803
CUHKPQ17978,0
CUHKPQ9313,1
98528,0.749832776
NG892,1
221743,0.390231362
PN4009149,0.727
CUHKPQ20426,0
PORTRAIT2102,1
PN4021736,0.763
CUHKPQ25411,0
CUHKPQ10722,0
PN4026060,0.788
860875,0.353333333
CUHKPQ10719,0
CUHKPQ26437,0
2337,0.392857143
NG3440,1
CUHKPQ4162,1
PSA2390,1
88611,0.315591398
CUHKPQ29090,0
PSA818,1
750211,0.365086207
CUHKPQ7758,1
92721,0.380694981
809652,0.450364964
NG1522,1
CUHKPQ22717,0
CUHKPQ19529,0
CUHKPQ22099,0
NG894,1
CUHKPQ2442,1
CUHKPQ14922,0
845104,0.392344498
130822,0.249446494
GLAMOUR1097,1
CUHKPQ3959,1
AF1415,0.3466666
32582,0.4
CUHKPQ14809,0
CUHKPQ20257,0
CUHKPQ28597,0
CUHKPQ27053,0
SPAQ02744,0.2663
PSA794,1
NG2235,1
CUHKPQ20027,0
PN4060721,0.778
OUTDOOR1498,1
PN4030922,0.763
CUHKPQ9826,1
CUHKPQ9350,1
725823,0.427480916
PN4068007,0.888
CUHKPQ28251,0
PSA3313,1
CUHKPQ29311,0
CUHKPQ14978,0
CUHKPQ15789,0
GLAMOUR1754,1
125627,0.765384615
GLAMOUR1745,1
21488,0.450537634
CUHKPQ23461,0
CUHKPQ22090,0
NG1272,1
SPAQ05264,0.1838
1037,0.317
1187882,0.6791
PORTRAIT3872,1
CUHKPQ27971,0
63474,0.348659004
CUHKPQ22445,0
CUHKPQ25561,0
CUHKPQ26212,0
CUHKPQ24688,0
PORTRAIT3362,1
689637,0.745229682
21206,0.392125984
PSA3430,1
CUHKPQ23813,0
954787,0.386567164
1202226,0.42545
SPAQ07426,0.3175
CUHKPQ4997,1
CUHKPQ11053,0
PSA2129,1
PN2555856,0.705
9583,0.715217391
PN4036765,0.717
44106,0.33362069
CUHKPQ21391,0
CUHKPQ26582,0
OUTDOOR1315,1
NG1192,1
632495,0.705025126
CUHKPQ25081,0
CUHKPQ29552,0
254812,0.351212121
68540,0.420318725
CUHKPQ3556,1
NG2222,1
CUHKPQ20389,0
CUHKPQ17453,0
CUHKPQ20230,0
NG2365,1
CUHKPQ6904,1
CUHKPQ1817,1
PSA1579,1
PSA2577,1
GLAMOUR1477,1
PSA2409,1
CUHKPQ4397,1
65700,0.72287234
SPAQ07481,0.2789
CUHKPQ1173,1
PN4054693,0.795
CUHKPQ22957,0
1182122,0.7
CUHKPQ11138,0
976658,0.38548
SPAQ02105,0.2708
PSA2414,1
CUHKPQ25681,0
CUHKPQ28729,0
GLAMOUR2223,1
6761,0.376102941
SPAQ02692,0.3107
PN4008340,0.737
64577,0.709009009
CUHKPQ8814,1
CUHKPQ18783,0
NG3252,1
PORTRAIT4244,1
PN2053486,0.433
347430,0.391338583
FA62,0.916335987
CUHKPQ5320,1
CUHKPQ1464,1
51063,0.399009901
CUHKPQ9258,1
PSA1404,1
GLAMOUR1418,1
CUHKPQ14785,0
CUHKPQ20197,0
GLAMOUR682,1
JX692,0
CUHKPQ6168,1
AM536,0.3933334
GLAMOUR2098,1
PN4061147,0.888
PN1855963,0.823
CUHKPQ27988,0
CUHKPQ18688,0
CUHKPQ25032,0
CUHKPQ12937,0
695916,0.432911392
765783,0.397435897
CUHKPQ18501,0
GLAMOUR1882,1
PORTRAIT933,1
PN4049339,0.778
CUHKPQ22762,0
CUHKPQ6530,1
NG3575,1
CUHKPQ20493,0
SPAQ01092,0.2617
CUHKPQ22900,0
1236332,0.75769
FA294,0.074485344
CUHKPQ14377,0
PN1779343,0.875
206441,0.437318841
381862,0.706097561
CUHKPQ4183,1
791664,0.376724138
CUHKPQ1108,1
CUHKPQ21655,0
CUHKPQ27106,0
CUHKPQ20889,0
PORTRAIT3279,1
237256,0.450197628
CUHKPQ5967,1
PORTRAIT3107,1
SPAQ03044,0.29
GLAMOUR2580,1
PN4074922,0.763
GLAMOUR1504,1
CUHKPQ4770,1
1187932,0.37419
PN4087688,0.785
CUHKPQ6237,1
PORTRAIT1387,1
CUHKPQ9302,1
PORTRAIT1154,1
83072,0.320075758
495999,0.418604651
PN4087298,0.883
PN1953789,0.72
111693,0.454285714
224725,0.415878378
JX612,0
PSA1084,1
990461,0.7675
PN4049374,0.667
CUHKPQ19389,0
PN2470332,0.817
PN4044288,0.708
AF1148,0.7633334
432600,0.446590909
PORTRAIT1640,1
CUHKPQ12780,0
PSA2424,1
117933,0.437037037
CUHKPQ22130,0
CUHKPQ12063,0
CUHKPQ21660,0
65906,0.398342541
CUHKPQ18840,0
CUHKPQ17380,0
268190,0.374011299
487751,0.35255814
869398,0.447142857
PSA2814,1
AF162,0.4233334
PORTRAIT1646,1
CUHKPQ15405,0
CUHKPQ3265,1
PORTRAIT3449,1
OUTDOOR809,1
315307,0.721893491
OUTDOOR1799,1
258179,0.452980132
1222813,0.41429
CM91,0.43
PN4017070,0.713
PN4046881,0.75
CUHKPQ16564,0
CUHKPQ12585,0
CUHKPQ22673,0
OUTDOOR1742,1
PN779035,0.713
CUHKPQ8046,1
CUHKPQ6796,1
CUHKPQ29532,0
PN7011743,0.727
CUHKPQ24604,0
CUHKPQ18584,0
237036,0.331147541
CUHKPQ22429,0
CUHKPQ22414,0
JX186,1
445644,0.293229167
12041,0.32646
CUHKPQ15920,0
CUHKPQ26179,0
221418,0.416030534
JX739,0
CUHKPQ21414,0
460235,0.428348214
PORTRAIT3314,1
PN7006371,0.77
28071,0.38744186
CUHKPQ25351,0
CUHKPQ14518,0
PN4067480,0.715
324807,0.398019802
NG2253,1
CUHKPQ13173,0
CUHKPQ16805,0
CUHKPQ27440,0
JX87,1
CUHKPQ8294,1
CUHKPQ27921,0
PSA3051,1
CUHKPQ18806,0
NG3548,1
1681,0.350243902
871401,0.431944444
PN4013903,0.727
CUHKPQ604,1
PSA2904,1
SPAQ06939,0.137
CUHKPQ23717,0
839377,0.346766169
NG1406,1
CUHKPQ21525,0
PSA1673,1
CUHKPQ11401,0
128400,0.398201439
PN4077559,0.742
128518,0.324299065
CUHKPQ26643,0
115846,0.701568627
CUHKPQ22825,0
CUHKPQ10840,0
SPAQ08215,0.145
PN4031856,0.803
CUHKPQ28616,0
PSA2297,1
874957,0.715942029
CUHKPQ2543,1
CUHKPQ175,1
CUHKPQ817,1
PN4010101,0.677
CUHKPQ994,1
863378,0.46
CUHKPQ4882,1
CUHKPQ10292,1
54733,0.385185185
7199,0.777083333
SPAQ01848,0.236
CUHKPQ19088,0
CUHKPQ9943,1
GLAMOUR2673,1
PN4030587,0.717
SPAQ01737,0.36
107397,0.767830424
SPAQ04879,0.322
CUHKPQ13095,0
PSA2704,1
CUHKPQ8856,1
PORTRAIT3004,1
CUHKPQ2116,1
CUHKPQ24744,0
CUHKPQ16059,0
PN1599540,0.785
CUHKPQ8979,1
CUHKPQ28109,0
PORTRAIT2929,1
PORTRAIT2043,1
PN4078053,0.82
44284,0.360084034
PN4081072,0.8
CUHKPQ18231,0
9039,0.3224
CUHKPQ23824,0
CUHKPQ11439,0
PN7006153,0.858
478248,0.352747253
PN4002319,0.712
200277,0.350803859
NG3072,1
PSA826,1
PORTRAIT3288,1
CUHKPQ16965,0
CUHKPQ12905,0
989213,0.72292
CUHKPQ29672,0
PORTRAIT1670,1
CUHKPQ27663,0
PORTRAIT3173,1
423183,0.4
SPAQ05383,0.3713
PN690699,0.782
CUHKPQ2901,1
CUHKPQ9054,1
PN4015039,0.742
AF1748,0.7766666
CUHKPQ27709,0
927679,0.396313364
333801,0.705504587
PN4045228,0.785
PN4089412,0.767
CUHKPQ18614,0
1149585,0.67262
SPAQ10887,0.3014
CUHKPQ9759,1
118792,0.343367347
PORTRAIT1003,1
CUHKPQ11622,0
CUHKPQ20565,0
PN2188936,0.76
PN2764030,0.702
CUHKPQ13540,0
CUHKPQ13233,0
CUHKPQ7003,1
CUHKPQ29194,0
CUHKPQ17792,0
CUHKPQ12687,0
477483,0.711931818
CUHKPQ3626,1
829855,0.435443038
PORTRAIT4151,1
CUHKPQ21208,0
CUHKPQ25022,0
SPAQ03563,0.2109
715566,0.313664596
CUHKPQ16301,0
527304,0.372108844
950980,0.675609756
PSA1377,1
282556,0.446992481
PN4031506,0.868
CUHKPQ25498,0
CUHKPQ27279,0
CUHKPQ25379,0
926851,0.4575
244395,0.71043771
CUHKPQ25113,0
688010,0.393121693
CUHKPQ1732,1
CUHKPQ1602,1
CUHKPQ3817,1
CUHKPQ21225,0
CUHKPQ13820,0
NG2025,1
CUHKPQ21754,0
PN7002992,0.763
273908,0.718243243
GLAMOUR1574,1
CUHKPQ19164,0
656856,0.454185022
1191638,0.45254
CUHKPQ1448,1
CUHKPQ23900,0
PN2797081,0.857
PN4089191,0.715
PN4039618,0.75
CUHKPQ20098,0
PN1913166,0.75
CUHKPQ1579,1
152978,0.408527132
CUHKPQ21004,0
CUHKPQ20217,0
SPAQ06450,0.13
106868,0.358671587
PN4071997,0.795
CUHKPQ11458,0
426656,0.376639344
SPAQ06609,0.342
PN4018004,0.715
PORTRAIT2018,1
CUHKPQ6506,1
FA20,0.76303223
594536,0.341477273
928332,0.378761062
NG3099,1
CUHKPQ7193,1
CUHKPQ26290,0
PORTRAIT1743,1
CUHKPQ28522,0
GLAMOUR919,1
NG2739,1
PN4082497,0.667
CUHKPQ8177,1
108998,0.45388601
200225,0.312121212
AF1638,0.7666666
CUHKPQ8126,1
SPAQ05074,0.2064
973318,0.33542
PN1722203,0.772
CUHKPQ24475,0
CUHKPQ18990,0
CUHKPQ21489,0
CUHKPQ29229,0
463480,0.676470588
GLAMOUR1413,1
13091,0.398994975
564056,0.673134328
CUHKPQ4741,1
CUHKPQ27322,0
368043,0.391463415
CUHKPQ5374,1
SPAQ01402,0.3336
CUHKPQ16842,0
CUHKPQ19174,0
307824,0.704545455
PN1937992,0.702
PORTRAIT2855,1
AM1733,0.7933334
CUHKPQ23032,0
CUHKPQ6422,1
CUHKPQ2836,1
833011,0.449090909
SPAQ10633,0.2386
170913,0.433522727
2349,0.348230088
CUHKPQ22129,0
PSA2333,1
SPAQ01456,0.281
805480,0.668478261
CUHKPQ22324,0
SPAQ02473,0.2933
1171596,0.6831
331849,0.392385787
32391,0.370921986
51093,0.395431472
CUHKPQ11155,0
CUHKPQ19942,0
CUHKPQ14293,0
445682,0.715384615
CUHKPQ28926,0
GLAMOUR2404,1
9348,0.341152263
CUHKPQ20990,0
412229,0.384285714
CUHKPQ6612,1
OUTDOOR724,1
CUHKPQ19,1
CUHKPQ20873,0
419141,0.728870293
NG2404,1
215923,0.395205479
57039,0.711940299
PN4067672,0.705
SPAQ10531,0.3817
789986,0.431007752
CUHKPQ24338,0
CUHKPQ15129,0
CUHKPQ9224,1
SPAQ04428,0.28
PSA2102,1
PN4020806,0.75
CUHKPQ12312,0
NG3984,1
382294,0.420434783
OUTDOOR1654,1
PSA2358,1
PN7009511,0.792
CM187,0.8266666
CUHKPQ15454,0
96599,0.731914894
AF2000,0.71
CUHKPQ2250,1
PN4000091,0.75
AM1565,0.8
SPAQ03313,0.3586
641347,0.391875
NG2805,1
PN4044293,0.737
CUHKPQ2826,1
CUHKPQ20195,0
CUHKPQ23653,0
11285,0.398429319
CUHKPQ7198,1
PN4055885,0.733
1183912,0.79714
420029,0.66965812
PSA868,1
CUHKPQ17692,0
PN4069156,0.768
PORTRAIT2862,1
NG2694,1
PN4075132,0.7
CUHKPQ2394,1
CUHKPQ13968,0
11000,0.360888889
604892,0.446956522
CUHKPQ24624,0
CUHKPQ8397,1
PN7002491,0.742
CUHKPQ26315,0
919405,0.342372881
CUHKPQ4992,1
PN3099551,0.795
PN2261702,0.702
SPAQ07079,0.395
48917,0.731623932
PN548568,0.73
19026,0.666666667
PN1648758,0.847
SPAQ01749,0.075
CUHKPQ28359,0
CUHKPQ26671,0
PSA2185,1
848149,0.398104265
SPAQ05040,0.2538
CUHKPQ24149,0
CUHKPQ9844,1
PSA966,1
CUHKPQ24261,0
119845,0.39335443
CUHKPQ7834,1
PORTRAIT1160,1
CUHKPQ12665,0
33629,0.692361111
11736,0.30995
CUHKPQ14040,0
CUHKPQ26661,0
CUHKPQ14936,0
PSA1471,1
PN2465334,0.855
CUHKPQ17407,0
CUHKPQ26473,0
NG3873,1
CUHKPQ13111,0
CUHKPQ11331,0
741369,0.709677419
NG1646,1
NG1623,1
CUHKPQ12945,0
12789,0.426699029
101717,0.454347826
PN1640568,0.893
GLAMOUR1897,1
NG3114,1
CUHKPQ12487,0
781487,0.720930233
92355,0.353892216
PN844446,0.737
NG1915,1
OUTDOOR1327,1
CUHKPQ778,1
919182,0.791176471
617324,0.703141361
CUHKPQ9527,1
492332,0.450867052
CUHKPQ3928,1
63465,0.42037037
CUHKPQ19307,0
NG1597,1
106762,0.376923077
PN4024521,0.768
